Month,Year,"OIL COMPANIES","Quantity (000 Metric Tonnes)",last_updated
March,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2074.00,2023-08-19
July,2020,"MRPL-MANGALORE,KARNATAKA",766.00,2023-08-19
July,2020,"ONGC TOTAL",773.00,2023-08-19
July,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1035.00,2023-08-19
August,2020,"IOCL-MATHURA, UTTAR PRADESH",641.00,2023-08-19
August,2020,BORL-BINA,451.00,2023-08-19
August,2020,"MRPL-MANGALORE,KARNATAKA",905.00,2023-08-19
August,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1369.00,2023-08-19
August,2020,"NEL-VADINAR,GUJARAT",1539.00,2023-08-19
September,2020,"IOCL-BARAUNI,BIHAR",376.00,2023-08-19
September,2020,"IOCL-HALDIA, WEST BENGAL",440.00,2023-08-19
September,2020,"IOCL-PARADIP,ODISHA",992.00,2023-08-19
September,2020,"IOCL TOTAL",4657.00,2023-08-19
September,2020,"HPCL-VISAKH,ANDHRA PRADESH",728.00,2023-08-19
October,2020,"IOCL-BARAUNI,BIHAR",435.00,2023-08-19
October,2020,"IOCL-MATHURA, UTTAR PRADESH",709.00,2023-08-19
October,2020,"IOCL-GUWAHATI,ASSAM",84.00,2023-08-19
October,2020,"IOCL-DIGBOI,ASSAM",61.00,2023-08-19
October,2020,"BPCL-MUMBAI, MAHARASHTRA",1051.00,2023-08-19
October,2020,"BPCL-KOCHI, KERALA",1066.00,2023-08-19
October,2020,"MRPL-MANGALORE,KARNATAKA",731.00,2023-08-19
October,2020,HPCL-TOTAL,2327.00,2023-08-19
September,2021,"IOCL TOTAL",4705.00,2023-08-19
September,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
September,2021,"ONGC TOTAL",994.00,2023-08-19
September,2021,"HPCL-VISAKH,ANDHRA PRADESH",546.00,2023-08-19
September,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2361.00,2023-08-19
September,2021,"RIL TOTAL",5203.00,2023-08-19
October,2021,"BPCL-KOCHI, KERALA",1444.00,2023-08-19
October,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1113.00,2023-08-19
October,2021,HPCL-TOTAL,2501.00,2023-08-19
October,2021,"RIL,JAMNAGAR,GUJARAT",3110.00,2023-08-19
October,2021,"GRAND TOTAL",20958.00,2023-08-19
November,2021,"IOCL-BARAUNI,BIHAR",479.00,2023-08-19
November,2021,"IOCL-KOYALI, GUJARAT",1123.00,2023-08-19
November,2021,CPCL-TOTAL,816.00,2023-08-19
November,2021,BORL-BINA,684.00,2023-08-19
November,2021,"NRL-NUMALIGARH, ASSAM",223.00,2023-08-19
November,2021,"ONGC TOTAL",1475.00,2023-08-19
November,2021,HPCL-TOTAL,2445.00,2023-08-19
November,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2451.00,2023-08-19
December,2021,"IOCL-MATHURA, UTTAR PRADESH",766.00,2023-08-19
December,2021,"IOCL-DIGBOI,ASSAM",62.00,2023-08-19
December,2021,"ONGC TOTAL",1441.00,2023-08-19
May,2021,"RIL,JAMNAGAR,GUJARAT",2837.00,2023-08-19
May,2021,"NEL-VADINAR,GUJARAT",1692.00,2023-08-19
June,2021,"BPCL-MUMBAI, MAHARASHTRA",1029.00,2023-08-19
June,2021,"BPCL-KOCHI, KERALA",1016.00,2023-08-19
June,2021,"HPCL-MUMBAI,MAHARASHTRA",304.00,2023-08-19
June,2021,HPCL-TOTAL,1848.00,2023-08-19
June,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2530.00,2023-08-19
July,2021,BORL-BINA,623.00,2023-08-19
July,2021,"ONGC TOTAL",1108.00,2023-08-19
July,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1098.00,2023-08-19
July,2021,"NEL-VADINAR,GUJARAT",1677.00,2023-08-19
August,2021,"IOCL-BONGAIGAON,ASSAM",233.00,2023-08-19
August,2021,"MRPL-MANGALORE,KARNATAKA",1007.00,2023-08-19
August,2021,"ONGC TOTAL",1013.00,2023-08-19
August,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1112.00,2023-08-19
August,2021,HPCL-TOTAL,1890.00,2023-08-19
September,2021,"IOCL-BARAUNI,BIHAR",56.00,2023-08-19
September,2021,"IOCL-PANIPAT, HARYANA",1086.00,2023-08-19
September,2021,"IOCL-GUWAHATI,ASSAM",77.00,2023-08-19
July,2022,BORL-BINA,586.53,2023-08-19
July,2022,"NRL-NUMALIGARH, ASSAM",261.07,2023-08-19
July,2022,"ONGC TOTAL",1433.34,2023-08-19
July,2022,"HPCL-VISAKH,ANDHRA PRADESH",683.83,2023-08-19
July,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1109.49,2023-08-19
July,2022,"RIL,JAMNAGAR,GUJARAT",2932.96,2023-08-19
July,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2549.47,2023-08-19
August,2022,"IOCL-BARAUNI,BIHAR",590.38,2023-08-19
August,2022,"IOCL-PANIPAT, HARYANA",1207.09,2023-08-19
August,2022,"BPCL-KOCHI, KERALA",1377.33,2023-08-19
August,2022,BPCL-TOTAL,3036.17,2023-08-19
September,2022,"IOCL-MATHURA, UTTAR PRADESH",767.41,2023-08-19
September,2022,"IOCL-DIGBOI,ASSAM",44.35,2023-08-19
September,2022,"IOCL-BONGAIGAON,ASSAM",244.44,2023-08-19
September,2022,HPCL-TOTAL,2533.10,2023-08-19
September,2022,"GRAND TOTAL",19549.92,2023-08-19
October,2022,"IOCL-MATHURA, UTTAR PRADESH",794.59,2023-08-19
October,2022,"BPCL-MUMBAI, MAHARASHTRA",1306.88,2023-08-19
November,2022,"IOCL-PANIPAT, HARYANA",699.93,2023-08-19
November,2022,"IOCL-DIGBOI,ASSAM",59.69,2023-08-19
November,2022,CPCL-TOTAL,921.00,2023-08-19
November,2022,"MRPL-MANGALORE,KARNATAKA",1461.60,2023-08-19
November,2022,"HMEL-GGSR, BATHINDA, PUNJAB",978.05,2023-08-19
November,2022,"RIL,JAMNAGAR,GUJARAT",2555.92,2023-08-19
December,2022,"IOCL-BARAUNI,BIHAR",529.96,2023-08-19
December,2022,"IOCL-BONGAIGAON,ASSAM",251.22,2023-08-19
December,2022,"NRL-NUMALIGARH, ASSAM",271.76,2023-08-19
December,2022,"HPCL-MUMBAI,MAHARASHTRA",850.56,2023-08-19
December,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1116.44,2023-08-19
January,2023,"IOCL-BONGAIGAON,ASSAM",253.07,2023-08-19
January,2023,"BPCL-MUMBAI, MAHARASHTRA",1390.21,2023-08-19
January,2023,"BPCL-KOCHI, KERALA",1533.08,2023-08-19
January,2023,"HPCL-VISAKH,ANDHRA PRADESH",823.65,2023-08-19
January,2023,HPCL-TOTAL,2777.96,2023-08-19
February,2023,"IOCL-PANIPAT, HARYANA",1208.35,2023-08-19
February,2023,"ONGC TOTAL",1399.11,2023-08-19
February,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1008.02,2023-08-19
March,2023,BPCL-TOTAL,3636.00,2023-08-19
March,2023,"HPCL-VISAKH,ANDHRA PRADESH",874.03,2023-08-19
March,2023,"NEL-VADINAR,GUJARAT",1707.40,2023-08-19
April,2021,"IOCL-KOYALI, GUJARAT",998.00,2023-08-19
April,2021,"IOCL-BONGAIGAON,ASSAM",225.00,2023-08-19
April,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
May,2021,"IOCL-HALDIA, WEST BENGAL",624.00,2023-08-19
May,2021,"IOCL-MATHURA, UTTAR PRADESH",692.00,2023-08-19
May,2021,"HPCL-VISAKH,ANDHRA PRADESH",737.00,2023-08-19
November,2020,"IOCL-HALDIA, WEST BENGAL",680.00,2023-08-19
November,2020,"IOCL-GUWAHATI,ASSAM",83.00,2023-08-19
November,2020,"IOCL-DIGBOI,ASSAM",59.00,2023-08-19
November,2020,"IOCL-BONGAIGAON,ASSAM",206.00,2023-08-19
November,2020,"BPCL-KOCHI, KERALA",1337.00,2023-08-19
November,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
November,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2611.00,2023-08-19
November,2020,"NEL-VADINAR,GUJARAT",1476.00,2023-08-19
December,2020,"IOCL-MATHURA, UTTAR PRADESH",871.00,2023-08-19
December,2020,"IOCL-GUWAHATI,ASSAM",84.00,2023-08-19
December,2020,"MRPL-MANGALORE,KARNATAKA",1307.00,2023-08-19
January,2021,"IOCL-GUWAHATI,ASSAM",90.00,2023-08-19
January,2021,CPCL-TOTAL,917.00,2023-08-19
January,2021,"NRL-NUMALIGARH, ASSAM",249.00,2023-08-19
January,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2648.00,2023-08-19
February,2021,"IOCL-PANIPAT, HARYANA",1047.00,2023-08-19
February,2021,BORL-BINA,601.00,2023-08-19
February,2021,"HPCL-MUMBAI,MAHARASHTRA",642.00,2023-08-19
February,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2212.00,2023-08-19
February,2021,"RIL TOTAL",4876.00,2023-08-19
February,2021,"NEL-VADINAR,GUJARAT",1397.00,2023-08-19
March,2021,"IOCL TOTAL",5927.00,2023-08-19
March,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1025.00,2023-08-19
June,2021,"IOCL-DIGBOI,ASSAM",59.00,2023-08-19
June,2021,"IOCL-BONGAIGAON,ASSAM",233.00,2023-08-19
June,2021,"IOCL-PARADIP,ODISHA",1034.00,2023-08-19
June,2021,CPCL-TOTAL,646.00,2023-08-19
June,2021,BPCL-TOTAL,2471.00,2023-08-19
June,2021,"ONGC TOTAL",1015.00,2023-08-19
June,2021,"HPCL-VISAKH,ANDHRA PRADESH",481.00,2023-08-19
July,2021,"IOCL-KOYALI, GUJARAT",1102.00,2023-08-19
July,2021,"IOCL-HALDIA, WEST BENGAL",644.00,2023-08-19
July,2021,"IOCL-PANIPAT, HARYANA",1343.00,2023-08-19
July,2021,"HPCL-VISAKH,ANDHRA PRADESH",480.00,2023-08-19
July,2021,"RIL,JAMNAGAR,GUJARAT",2743.00,2023-08-19
July,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2284.00,2023-08-19
July,2021,"RIL TOTAL",5027.00,2023-08-19
August,2021,"IOCL-BARAUNI,BIHAR",296.00,2023-08-19
August,2021,"IOCL-HALDIA, WEST BENGAL",709.00,2023-08-19
August,2021,"IOCL-MATHURA, UTTAR PRADESH",643.00,2023-08-19
August,2021,"IOCL-PANIPAT, HARYANA",1150.00,2023-08-19
August,2021,"IOCL-DIGBOI,ASSAM",56.00,2023-08-19
August,2021,"BPCL-KOCHI, KERALA",1087.00,2023-08-19
August,2021,"RIL,JAMNAGAR,GUJARAT",2873.00,2023-08-19
August,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2237.00,2023-08-19
September,2021,"IOCL-KOYALI, GUJARAT",1005.00,2023-08-19
July,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
July,2020,"HPCL-MUMBAI,MAHARASHTRA",637.00,2023-08-19
July,2020,"HPCL-VISAKH,ANDHRA PRADESH",718.00,2023-08-19
July,2020,HPCL-TOTAL,2390.00,2023-08-19
July,2020,"RIL,JAMNAGAR,GUJARAT",2830.00,2023-08-19
August,2020,"IOCL-BARAUNI,BIHAR",318.00,2023-08-19
August,2020,"IOCL-GUWAHATI,ASSAM",89.00,2023-08-19
August,2020,"IOCL-PARADIP,ODISHA",266.00,2023-08-19
August,2020,"BPCL-KOCHI, KERALA",936.00,2023-08-19
September,2020,"IOCL-PANIPAT, HARYANA",1025.00,2023-08-19
September,2020,"BPCL-MUMBAI, MAHARASHTRA",909.00,2023-08-19
September,2020,BORL-BINA,489.00,2023-08-19
September,2020,"NRL-NUMALIGARH, ASSAM",198.00,2023-08-19
September,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1016.00,2023-08-19
September,2020,"RIL TOTAL",5009.00,2023-08-19
September,2020,"NEL-VADINAR,GUJARAT",1460.00,2023-08-19
October,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
October,2020,"HPCL-MUMBAI,MAHARASHTRA",496.00,2023-08-19
October,2020,"HPCL-VISAKH,ANDHRA PRADESH",793.00,2023-08-19
October,2020,"RIL,JAMNAGAR,GUJARAT",3023.00,2023-08-19
October,2020,"RIL TOTAL",5464.00,2023-08-19
September,2021,"BPCL-KOCHI, KERALA",1338.00,2023-08-19
September,2021,BPCL-TOTAL,2874.00,2023-08-19
September,2021,"HPCL-MUMBAI,MAHARASHTRA",411.00,2023-08-19
September,2021,HPCL-TOTAL,2037.00,2023-08-19
September,2021,"RIL,JAMNAGAR,GUJARAT",2841.00,2023-08-19
October,2021,"IOCL-MATHURA, UTTAR PRADESH",854.00,2023-08-19
October,2021,"IOCL-GUWAHATI,ASSAM",93.00,2023-08-19
October,2021,"NRL-NUMALIGARH, ASSAM",254.00,2023-08-19
October,2021,"HPCL-VISAKH,ANDHRA PRADESH",853.00,2023-08-19
November,2021,"IOCL-GUWAHATI,ASSAM",83.00,2023-08-19
November,2021,BPCL-TOTAL,3407.00,2023-08-19
November,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1080.00,2023-08-19
November,2021,"RIL,JAMNAGAR,GUJARAT",2997.00,2023-08-19
November,2021,"NEL-VADINAR,GUJARAT",1688.00,2023-08-19
November,2021,"GRAND TOTAL",21483.00,2023-08-19
December,2021,"IOCL-KOYALI, GUJARAT",1293.00,2023-08-19
December,2021,"IOCL-GUWAHATI,ASSAM",84.00,2023-08-19
December,2021,"IOCL-BONGAIGAON,ASSAM",206.00,2023-08-19
December,2021,CPCL-TOTAL,840.00,2023-08-19
December,2021,"NRL-NUMALIGARH, ASSAM",137.00,2023-08-19
December,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
July,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",4.98,2023-08-19
July,2022,"HPCL-MUMBAI,MAHARASHTRA",876.49,2023-08-19
August,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",3.93,2023-08-19
August,2022,"MRPL-MANGALORE,KARNATAKA",1182.21,2023-08-19
August,2022,"ONGC TOTAL",1186.14,2023-08-19
August,2022,"HPCL-MUMBAI,MAHARASHTRA",766.90,2023-08-19
August,2022,"RIL,JAMNAGAR,GUJARAT",3029.94,2023-08-19
August,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2146.64,2023-08-19
August,2022,"NEL-VADINAR,GUJARAT",1750.80,2023-08-19
September,2022,"IOCL-KOYALI, GUJARAT",1270.87,2023-08-19
September,2022,"IOCL-HALDIA, WEST BENGAL",701.74,2023-08-19
September,2022,BPCL-TOTAL,3067.65,2023-08-19
September,2022,"ONGC TOTAL",1336.44,2023-08-19
September,2022,"HPCL-VISAKH,ANDHRA PRADESH",814.04,2023-08-19
September,2022,"NEL-VADINAR,GUJARAT",1692.16,2023-08-19
October,2022,"IOCL-BONGAIGAON,ASSAM",254.15,2023-08-19
October,2022,"IOCL-PARADIP,ODISHA",1239.11,2023-08-19
October,2022,BPCL-TOTAL,2593.06,2023-08-19
October,2022,"NRL-NUMALIGARH, ASSAM",279.61,2023-08-19
April,2022,"IOCL-KOYALI, GUJARAT",1317.97,2023-08-19
April,2022,"IOCL-HALDIA, WEST BENGAL",706.39,2023-08-19
April,2022,"IOCL-GUWAHATI,ASSAM",89.86,2023-08-19
April,2022,"IOCL TOTAL",6237.26,2023-08-19
April,2022,"BPCL-KOCHI, KERALA",1314.11,2023-08-19
April,2022,"NRL-NUMALIGARH, ASSAM",270.72,2023-08-19
April,2022,"ONGC TOTAL",1487.02,2023-08-19
April,2022,"RIL,JAMNAGAR,GUJARAT",3034.27,2023-08-19
May,2022,"IOCL-MATHURA, UTTAR PRADESH",812.96,2023-08-19
May,2022,"IOCL-PANIPAT, HARYANA",1252.50,2023-08-19
May,2022,"IOCL-PARADIP,ODISHA",1362.51,2023-08-19
May,2022,BORL-BINA,675.73,2023-08-19
May,2022,BPCL-TOTAL,3364.13,2023-08-19
June,2022,"IOCL-HALDIA, WEST BENGAL",678.74,2023-08-19
June,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.72,2023-08-19
June,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2408.11,2023-08-19
July,2022,"IOCL-BARAUNI,BIHAR",558.62,2023-08-19
October,2022,"NEL-VADINAR,GUJARAT",1716.96,2023-08-19
November,2022,"IOCL-KOYALI, GUJARAT",1254.26,2023-08-19
November,2022,"IOCL-HALDIA, WEST BENGAL",708.10,2023-08-19
November,2022,"BPCL-MUMBAI, MAHARASHTRA",1216.45,2023-08-19
November,2022,"BPCL-KOCHI, KERALA",1380.82,2023-08-19
November,2022,"NEL-VADINAR,GUJARAT",25.55,2023-08-19
November,2022,"GRAND TOTAL",19580.02,2023-08-19
December,2022,"IOCL-MATHURA, UTTAR PRADESH",879.89,2023-08-19
December,2022,"IOCL-PANIPAT, HARYANA",890.41,2023-08-19
December,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.46,2023-08-19
December,2022,"RIL TOTAL",5307.90,2023-08-19
December,2022,"GRAND TOTAL",22272.56,2023-08-19
January,2023,"IOCL-KOYALI, GUJARAT",1259.75,2023-08-19
January,2023,"IOCL-MATHURA, UTTAR PRADESH",805.76,2023-08-19
January,2023,"IOCL-DIGBOI,ASSAM",62.73,2023-08-19
January,2023,CPCL-TOTAL,990.30,2023-08-19
January,2023,"NRL-NUMALIGARH, ASSAM",284.05,2023-08-19
January,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.57,2023-08-19
February,2023,BORL-BINA,657.05,2023-08-19
February,2023,"HPCL-MUMBAI,MAHARASHTRA",803.65,2023-08-19
February,2023,"RIL,JAMNAGAR,GUJARAT",2575.91,2023-08-19
March,2023,"IOCL-KOYALI, GUJARAT",1346.06,2023-08-19
March,2023,"IOCL-PARADIP,ODISHA",1418.04,2023-08-19
March,2023,"BPCL-MUMBAI, MAHARASHTRA",1358.27,2023-08-19
March,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1110.38,2023-08-19
April,2021,"IOCL-DIGBOI,ASSAM",56.00,2023-08-19
April,2021,BORL-BINA,648.00,2023-08-19
May,2021,CPCL-TOTAL,629.00,2023-08-19
May,2021,"BPCL-MUMBAI, MAHARASHTRA",1172.00,2023-08-19
May,2021,"BPCL-KOCHI, KERALA",910.00,2023-08-19
May,2021,BPCL-TOTAL,2601.00,2023-08-19
May,2021,"NRL-NUMALIGARH, ASSAM",226.00,2023-08-19
May,2021,"MRPL-MANGALORE,KARNATAKA",961.00,2023-08-19
May,2021,"ONGC TOTAL",968.00,2023-08-19
December,2021,HPCL-TOTAL,2601.00,2023-08-19
December,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2510.00,2023-08-19
January,2022,"IOCL-BARAUNI,BIHAR",619.00,2023-08-19
January,2022,"IOCL TOTAL",5844.00,2023-08-19
January,2022,CPCL-TOTAL,915.00,2023-08-19
January,2022,"NRL-NUMALIGARH, ASSAM",272.00,2023-08-19
January,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
January,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1100.00,2023-08-19
February,2022,HPCL-TOTAL,2519.00,2023-08-19
February,2022,"GRAND TOTAL",20443.00,2023-08-19
March,2022,"IOCL-BARAUNI,BIHAR",596.00,2023-08-19
March,2022,BPCL-TOTAL,3493.00,2023-08-19
March,2022,"HPCL-MUMBAI,MAHARASHTRA",711.00,2023-08-19
April,2020,"IOCL-BARAUNI,BIHAR",247.00,2023-08-19
April,2020,"IOCL-MATHURA, UTTAR PRADESH",506.00,2023-08-19
April,2020,"IOCL-DIGBOI,ASSAM",54.00,2023-08-19
April,2020,"IOCL-BONGAIGAON,ASSAM",174.00,2023-08-19
April,2020,"MRPL-MANGALORE,KARNATAKA",671.00,2023-08-19
April,2020,"HPCL-VISAKH,ANDHRA PRADESH",774.00,2023-08-19
April,2020,"RIL,JAMNAGAR,GUJARAT",2792.00,2023-08-19
April,2020,"GRAND TOTAL",14745.00,2023-08-19
May,2020,"IOCL-HALDIA, WEST BENGAL",319.00,2023-08-19
May,2020,CPCL-TOTAL,441.00,2023-08-19
May,2020,BORL-BINA,440.00,2023-08-19
June,2020,BORL-BINA,387.00,2023-08-19
June,2020,"ONGC TOTAL",634.00,2023-08-19
June,2020,"HMEL-GGSR, BATHINDA, PUNJAB",785.00,2023-08-19
July,2020,"IOCL-BONGAIGAON,ASSAM",222.00,2023-08-19
July,2020,CPCL-TOTAL,724.00,2023-08-19
July,2020,"BPCL-KOCHI, KERALA",844.00,2023-08-19
November,2020,BPCL-TOTAL,3409.00,2023-08-19
November,2020,"HPCL-MUMBAI,MAHARASHTRA",612.00,2023-08-19
November,2020,"HPCL-VISAKH,ANDHRA PRADESH",808.00,2023-08-19
November,2020,"GRAND TOTAL",20782.00,2023-08-19
December,2020,"IOCL-BARAUNI,BIHAR",553.00,2023-08-19
December,2020,"IOCL-KOYALI, GUJARAT",1173.00,2023-08-19
December,2020,"IOCL-HALDIA, WEST BENGAL",709.00,2023-08-19
December,2020,"IOCL-PARADIP,ODISHA",977.00,2023-08-19
December,2020,"BPCL-MUMBAI, MAHARASHTRA",1200.00,2023-08-19
December,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
December,2020,"HPCL-MUMBAI,MAHARASHTRA",578.00,2023-08-19
December,2020,"HPCL-VISAKH,ANDHRA PRADESH",707.00,2023-08-19
December,2020,"NEL-VADINAR,GUJARAT",1544.00,2023-08-19
January,2021,"IOCL-KOYALI, GUJARAT",1187.00,2023-08-19
January,2021,"IOCL-HALDIA, WEST BENGAL",723.00,2023-08-19
January,2021,"IOCL-DIGBOI,ASSAM",58.00,2023-08-19
January,2021,"IOCL-BONGAIGAON,ASSAM",211.00,2023-08-19
January,2021,"IOCL TOTAL",6278.00,2023-08-19
January,2021,BORL-BINA,694.00,2023-08-19
January,2021,"RIL TOTAL",5564.00,2023-08-19
February,2021,"IOCL-BONGAIGAON,ASSAM",196.00,2023-08-19
February,2021,"IOCL-PARADIP,ODISHA",1164.00,2023-08-19
February,2021,"BPCL-KOCHI, KERALA",1410.00,2023-08-19
February,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00,2023-08-19
February,2021,"MRPL-MANGALORE,KARNATAKA",1297.00,2023-08-19
February,2021,"RIL,JAMNAGAR,GUJARAT",2664.00,2023-08-19
March,2021,"IOCL-HALDIA, WEST BENGAL",665.00,2023-08-19
March,2021,"IOCL-MATHURA, UTTAR PRADESH",853.00,2023-08-19
March,2021,"IOCL-GUWAHATI,ASSAM",89.00,2023-08-19
March,2021,"IOCL-PARADIP,ODISHA",1362.00,2023-08-19
March,2021,"MRPL-MANGALORE,KARNATAKA",1361.00,2023-08-19
March,2021,"HPCL-MUMBAI,MAHARASHTRA",715.00,2023-08-19
March,2021,HPCL-TOTAL,2606.00,2023-08-19
March,2021,"GRAND TOTAL",20985.00,2023-08-19
